focal_event,time,behavior,people_pass,human_squirrel_engage,conspecific_interaction,trail,photo,contact,food_item,notes,
A_03_2A19,12:32:21,sniffing,2,N,,off,,,,,
A_03_2A19,12:32:30,walking,4,N,,on,,,,,
A_03_2A19,12:32:48,walking,,,,off,,,,,
A_03_2A19,12:32:59,sniffing,10,N,,off,,,,,
A_03_2A19,12:33:20,sniffing,20,N,,off,,,,,
A_03_2A19,12:33:26,sniffing,5,N,,off,,,,,
A_03_2A19,12:33:31,sniffing,2,N,,off,,,,,
A_03_2A19,12:33:52,oos,7,N,,off,,,,,
A_03_2A19,12:35:00,end,,,,,,,,,
A_04_2A19,12:43:51,vocalizing,5,Y,,off,Y,,,photo,
A_04_2A19,12:44:00,walking,5,Y,,off,Y,,,photo,
A_04_2A19,12:44:22,chasing,20,N,yes,off,,,,,
A_04_2A19,12:44:49,walking,3,N,,off,,,,,
A_04_2A19,12:46:31,chewing,1,N,,off,,,,,
A_04_2A19,12:46:35,walking,3,Y,,off,Y,,,photo,
A_04_2A19,12:46:48,walking,6,N,,off,,,,,
A_04_2A19,12:46:56,walking,6,N,,off,,,,,
A_04_2A19,12:47:07,walking,3,N,,off,,,,,
A_04_2A19,12:47:14,walking,2,N,,off,,,,,
A_04_2A19,12:47:21,walking,4,N,,off,,,,,
A_04_2A19,12:47:41,walking,4,N,,off,,,,,
A_04_2A19,12:48:01,oos/end,,,,,,,,,
A_05_2A19,12:53:00,sniffing,1,Y,,off,Y,,,photo,
A_05_2A19,12:54:00,sniffing,2,N,,off,,,,,
A_05_2A19,12:54:13,sniffing,2,N,,off,,,,,
A_05_2A19,12:54:39,sniffing,10,N,,off,,,,,
A_05_2A19,12:55:00,sniffing,5,N,,off,,,,,
A_05_2A19,12:55:05,sniffing,2,N,,off,,,,,
A_05_2A19,12:55:26,laying down,,,,off,,,,,
A_05_2A19,12:55:31,sniffing,3,N,,off,,,,,
A_05_2A19,12:55:53,sniffing,12,N,,off,,,,,
A_05_2A19,12:55:57,eating,,,,off,,,grass,,
A_05_2A19,12:56:03,walking,,,,off,,,,,
A_05_2A19,12:56:16,digging,,,,off,,,,,
A_05_2A19,12:56:35,walking,,,,off,,,,,
A_05_2A19,12:57:07,sniffing,,,,off,,,,,
A_05_2A19,12:57:26,rolling,,,,off,,,,,
A_05_2A19,12:57:32,sniffing,,,,off,,,,,
A_05_2A19,12:57:45,walking,,,,off,,,,,
A_05_2A19,12:57:57,eating,,,,off,,,grass,,
A_05_2A19,12:58:04,walking,30,N,,off,,,,,
A_05_2A19,12:58:41,eating,7,Y,,off,,,grass,people stop,
A_05_2A19,12:59:08,eating,5,N,,off,,,,,
A_05_2A19,12:59:19,eating,6,N,,off,,,,,
A_05_2A19,12:59:40,eating,4,N,,off,,,,,
A_05_2A19,12:59:47,eating,4,N,,off,,,,,
A_05_2A19,12:59:53,eating,3,N,,off,,,,,
A_05_2A19,12:59:57,eating,3,N,,off,,,,,
A_05_2A19,13:00:17,eating,2,N,,off,,,,,
A_05_2A19,13:00:28,eating,1,N,,off,,,,,
A_05_2A19,13:00:38,eating,2,N,,off,,,,,
A_05_2A19,13:01:07,walking,,,,off,,,,,
A_05_2A19,13:01:14,eating,2,N,,off,,,grass,,
A_05_2A19,13:02:01,eating,1,N,,off,,,,,
A_05_2A19,13:02:11,eating,1,N,,off,,,,,
A_05_2A19,13:02:21,eating,2,N,,off,,,,,
A_05_2A19,13:02:33,eating,2,N,,off,,,,,
A_05_2A19,13:02:50,eating,2,N,,off,,,,,
A_05_2A19,13:02:56,eating,2,N,,off,,,,,
A_05_2A19,13:03:00,end,,,,,,,,,
Z_04_1A19,18:58:27,walking,,,,off,,,,,
Z_04_1A19,18:58:45,sniffing,1,Y,,on,,,,sniffing directed towards hand of hiker,
Z_04_1A19,18:59:12,sniffing,1,Y,,on,,,,hiker calls to squirrel/gestures for it to come over,
Z_04_1A19,18:59:33,running,,,,off,,,,,
Z_04_1A19,18:59:45,eating,,,,off,,,unknown,,
Z_04_1A19,19:00:05,running,,,,off,,,,,
Z_04_1A19,19:00:40,digging,,,,off,,,,,
Z_04_1A19,19:00:48,eating,,,,off,,,unknown,,
Z_04_1A19,19:00:55,digging,,,,off,,,,,
Z_04_1A19,19:01:06,sniffing,,,,on,,,,,
Z_04_1A19,19:01:54,running,5,Y,,on,,,,child waves at and chases squirrel,
Z_04_1A19,19:02:17,sniffing,,,,off,,,,,
Z_04_1A19,19:02:54,sniffing,1,Y,,off,,,,approached by hiker,
Z_04_1A19,19:03:03,eating,,,,off,,,yogurt,,
Z_04_1A19,19:05:55,staring,,,,off,,,,gaze directed to two squirrels vocalizing and chasing,
Z_04_1A19,19:06:16,eating,,,,off,,,yogurt,from earlier,
Z_04_1A19,19:08:30,end,,,,off,,,,,
Z_01_2A19,12:12:40,running,3,N,,off,,,,,
Z_01_2A19,12:13:33,sniffing,,,,off,,,,,
Z_01_2A19,12:14:43,oos/end,,,,off,,,,,
Z_02_2A19,12:19:02,sniffing,7,N,,on,,,,,
Z_02_2A19,12:20:15,begging,8,N,,on,,,,,
Z_02_2A19,12:21:38,begging,25,Y,,on,,,,small crowd (~10) watches squirrel,
Z_02_2A19,12:22:06,eating,10,N,,on,,,,grass,
Z_02_2A19,12:23:04,sniffing,17,N,,on,,,,,
Z_02_2A19,12:24:00,sniffing,25,N,,on,,,,,
Z_02_2A19,12:24:12,eating,20,Y,,on,Y,,unknown,"item likely human,  3 pics taken, 3 ppl sit and watch for ~90 sec",
Z_02_2A19,12:25:35,eating,25,N,,on,,,,,
Z_02_2A19,12:27:04,eating,15,Y,,on,Y,,,photo,
Z_02_2A19,12:27:16,eating,25,N,,on,,,,,
Z_02_2A19,12:29:00,eating,9,N,,on,,,,,
Z_02_2A19,12:29:06,oos/end,,,,on,,,,,
Z_03_2A19,12:35:40,walking,19,N,,off,,,,,
Z_03_2A19,12:36:02,sniffing,8,N,,on,,,,,
Z_03_2A19,12:36:54,sniffing,4,Y,,off,,,,2 stop,
Z_03_2A19,12:38:28,oos,,,,off,,,,,
Z_03_2A19,12:38:28,end,,,,,,,,,
Z_04_2A19,12:51:40,sniffing,8,N,,on,,,,,
Z_04_2A19,12:52:46,,13,N,,off,,,,,
Z_04_2A19,12:53:00,,20,N,,off,,,,,
Z_04_2A19,12:53:30,,23,N,,off,,,,,
Z_04_2A19,12:54:41,eating,5,N,,off,,,grass,,
Z_04_2A19,12:55:00,,20,N,,off,,,,,
Z_04_2A19,12:55:58,sniffing,10,N,,off,,,,,
Z_04_2A19,12:56:40,licking,,,,off,,,,,
Z_04_2A19,12:57:04,sniffing,15,N,,off,,,,,
Z_04_2A19,12:58:23,itching,20,N,,off,,,,,
Z_04_2A19,12:58:25,sniffing,,,,off,,,,,
Z_04_2A19,12:58:37,laying,15,N,,off,,,,,
Z_04_2A19,12:58:56,sniffing,10,N,,off,,,,,
Z_04_2A19,12:59:41,rolling,15,N,,off,,,,,
Z_04_2A19,12:59:45,sniffing,,,,off,,,,,
Z_04_2A19,13:00:20,end,,,,,,,,,
Z_01_3A19,7:42:02,digging,,,,off,,,,mouth full of leaves,
Z_01_3A19,7:42:45,climbing,,,,off,,,,,
Z_01_3A19,7:42:47,climbing,4,N,,off,,,,,
Z_01_3A19,7:43:05,oos,,,,off,,,,,
Z_01_3A19,7:43:29,running,,,,off,,,,,
Z_01_3A19,7:43:30,running,10,N,,off,,,,,
Z_01_3A19,7:43:49,running,1,Y,,off,Y,,,photo,
Z_01_3A19,7:43:58,staring,,,,off,,,,,
Z_01_3A19,7:44:28,staring,6,N,,off,,,,,
Z_01_3A19,7:45:01,digging,,,,off,,,,mouth full of leaves,
Z_01_3A19,7:45:51,digging,4,N,,off,,,,,
Z_01_3A19,7:46:03,walking,,,,off,,,,,
Z_01_3A19,7:46:12,oos,,,,off,,,,,
Z_01_3A19,7:46:29,oos,6,N,,off,,,,,
Z_01_3A19,7:46:59,oos,2,N,,off,,,,,
Z_01_3A19,7:47:00,walking,,,,off,,,,,
Z_01_3A19,7:47:23,walking,2,N,,off,,,,,
Z_01_3A19,7:47:31,digging,,,,off,,,,mouth full of leaves,
Z_01_3A19,7:48:00,digging,6,N,,off,,,,,
Z_01_3A19,7:48:05,climbing,,,,off,,,,,
Z_01_3A19,7:48:10,oos,,,,off,,,,,
Z_01_3A19,7:48:37,climbing,,,,off,,,,,
Z_01_3A19,7:48:47,digging,,,,off,,,,mouth full of leaves,
Z_01_3A19,7:48:57,digging,2,Y,,off,,,,stop,
Z_01_3A19,7:49:07,digging,2,Y,,off,,,,stop,
Z_01_3A19,7:49:09,digging,2,N,,off,,,,,
Z_01_3A19,7:49:29,climbing,,,,off,,,,,
Z_01_3A19,7:49:37,oos,,,,off,,,,,
Z_01_3A19,7:50:07,staring,,,,off,,,,,
Z_01_3A19,7:50:37,staring,2,N,,off,,,,,
Z_01_3A19,7:50:56,staring,2,N,,off,,,,,
Z_01_3A19,7:51:19,walking,,,,off,,,,,
Z_01_3A19,7:51:57,walking,4,N,,off,,,,,
Z_01_3A19,7:52:00,end,,,,,,,,,
A_NS_3A19,7:08:00,,2,N,,,,,,,
A_NS_3A19,7:16:00,,2,N,,,,,,,
A_NS_3A19,7:25:00,,2,N,,,,,,,
A_NS_3A19,7:25:35,,3,N,,,,,,,
A_NS_3A19,7:25:38,,2,N,,,,,,,
A_NS_3A19,7:25:42,,2,N,,,,,,,
A_NS_3A19,7:25:50,,2,N,,,,,,,
A_NS_3A19,7:26:07,,2,N,,,,,,,
A_NS_3A19,7:26:27,,2,N,,,,,,,
A_NS_3A19,7:26:37,,3,N,,,,,,,
A_NS_3A19,7:26:41,,2,N,,,,,,,
A_NS_3A19,7:26:45,,3,N,,,,,,,
A_NS_3A19,7:26:52,,2,N,,,,,,,
A_NS_3A19,7:27:10,,14,N,,,,,,,
A_NS_3A19,7:27:37,,2,N,,,,,,,
A_NS_3A19,7:32:48,,1,N,,,,,,,
A_NS_3A19,7:33:00,,2,N,,,,,,,
A_NS_3A19,7:34:01,,1,N,,,,,,,
A_NS_3A19,7:34:19,,4,N,,,,,,,
A_NS_3A19,7:35:03,,2,N,,,,,,,
A_NS_3A19,7:35:35,,3,N,,,,,,,
A_NS_3A19,7:36:05,,4,N,,,,,,,
A_NS_3A19,7:37:52,,4,N,,,,,,,
A_NS_3A19,7:38:01,,3,N,,,,,,,
A_NS_3A19,7:38:16,,3,N,,,,,,,
A_NS_3A19,7:39:19,,4,N,,,,,,,
A_NS_3A19,7:39:25,,3,N,,,,,,,
A_NS_3A19,7:39:45,,3,N,,,,,,,
A_NS_3A19,7:40:02,,6,N,,,,,,,
A_NS_3A19,7:40:30,,2,N,,,,,,,
A_NS_3A19,7:41:09,,4,N,,,,,,,
A_NS_3A19,7:42:25,,3,N,,,,,,,
A_NS_3A19,7:43:13,,4,N,,,,,,,
A_NS_3A19,7:43:20,,3,N,,,,,,,
A_NS_3A19,7:43:25,,2,N,,,,,,,
A_NS_3A19,7:43:37,,6,N,,,,,,,
A_NS_3A19,7:43:36,,1,N,,,,,,,
A_NS_3A19,7:43:52,,5,N,,,,,,,
A_NS_3A19,7:44:55,,2,N,,,,,,,
A_NS_3A19,7:45:00,,3,N,,,,,,,
A_NS_3A19,7:45:08,,2,N,,,,,,,
A_NS_3A19,7:45:16,,5,N,,,,,,,
A_NS_3A19,7:45:17,,4,N,,,,,,,
A_NS_3A19,7:45:27,,2,N,,,,,,,
A_NS_3A19,7:46:01,,2,N,,,,,,,
A_NS_3A19,7:46:11,,5,N,,,,,,,
A_NS_3A19,7:47:51,,7,N,,,,,,,
A_NS_3A19,7:49:06,,2,N,,,,,,,
A_NS_3A19,7:51:12,,2,N,,,,,,,
A_NS_3A19,7:51:15,,2,N,,,,,,,
A_NS_3A19,7:51:29,,2,N,,,,,,,
A_NS_3A19,7:51:38,,2,N,,,,,,,
A_NS_3A19,7:52:03,,3,N,,,,,,,
A_NS_3A19,7:52:13,,2,N,,,,,,,
A_NS_3A19,7:52:43,,2,N,,,,,,,
A_NS_3A19,7:52:52,,3,N,,,,,,,
A_NS_3A19,7:54:51,,3,N,,,,,,,
A_NS_3A19,7:55:01,,2,N,,,,,,,
A_NS_3A19,7:55:12,,4,N,,,,,,,
A_NS_3A19,7:55:13,,4,N,,,,,,,
A_NS_3A19,7:55:30,,3,N,,,,,,,
A_NS_3A19,7:56:18,,2,N,,,,,,,
A_NS_3A19,7:56:28,,2,N,,,,,,,
A_NS_3A19,7:57:17,,2,N,,,,,,,
A_NS_3A19,7:57:21,,3,N,,,,,,,
A_NS_3A19,7:57:49,,4,N,,,,,,,
A_NS_3A19,7:57:55,,1,N,,,,,,,
A_NS_3A19,7:58:16,,1,N,,,,,,,
A_NS_1_4A19,8:06:00,,4,N,,,,,,,
A_NS_1_4A19,8:09:00,,4,N,,,,,,,
A_NS_1_4A19,8:09:48,,1,N,,,,,,,
A_NS_1_4A19,8:09:53,,1,N,,,,,,,
A_NS_1_4A19,8:10:17,,4,N,,,,,,,
A_NS_1_4A19,8:12:10,,1,N,,,,,,,
A_NS_1_4A19,8:12:36,,2,N,,,,,,,
A_NS_1_4A19,8:13:42,,1,N,,,,,,,
A_NS_1_4A19,8:14:29,,2,N,,,,,,,
A_NS_1_4A19,8:18:29,,2,N,,,,,,,
A_NS_1_4A19,8:22:27,,4,N,,,,,,,
A_NS_1_4A19,8:24:15,,2,N,,,,,,,
A_NS_1_4A19,8:25:06,,2,N,,,,,,,
A_NS_1_4A19,8:25:09,,2,N,,,,,,,
A_NS_1_4A19,8:25:16,,2,N,,,,,,,
A_NS_1_4A19,8:25:32,,2,N,,,,,,,
A_NS_1_4A19,8:25:44,,2,N,,,,,,,
A_NS_1_4A19,8:26:15,,5,N,,,,,,,
A_01_4A19,8:27:17,sitting,5,Y,,off,Y,,,2 photo,
A_01_4A19,8:27:26,sitting,2,Y,,off,Y,,,photo,
A_01_4A19,8:27:32,sitting,4,Y,,off,,,,stop,
A_01_4A19,8:28:08,sitting,2,N,,off,,,,,
A_01_4A19,8:28:28,sitting,9,N,,off,,,,,
A_01_4A19,8:30:06,sitting,2,N,,off,,,,,
A_01_4A19,8:30:32,sitting,1,N,,off,,,,,
A_01_4A19,8:30:41,sitting,2,N,,off,,,,,
A_01_4A19,8:30:43,sitting,1,N,,off,,,,,
A_01_4A19,8:30:47,sitting,1,N,,off,,,,,
A_01_4A19,8:32:36,sitting,3,N,,off,,,,,
A_01_4A19,8:33:09,sitting,4,Y,,off,,,,stop,
A_01_4A19,8:34:27,sitting,2,Y,,off,,,,stop,
A_01_4A19,8:34:38,sitting,2,Y,,off,Y,,,photo,
A_01_4A19,8:34:52,sitting,2,Y,,off,,,,stop,
A_01_4A19,8:35:02,sitting,4,N,,off,,,,,
A_01_4A19,8:35:58,sitting,2,N,,off,,,,,
A_01_4A19,8:37:37,sitting,3,N,,off,,,,,
A_01_4A19,8:38:00,end,,,,,,,,,
A_NS_2_4A19,8:38:03,,3,N,,,,,,,
A_NS_2_4A19,8:38:25,,2,N,,,,,,,
A_NS_2_4A19,8:38:33,,3,N,,,,,,,
A_NS_2_4A19,8:38:40,,2,N,,,,,,,
A_NS_2_4A19,8:38:53,,2,N,,,,,,,
A_NS_2_4A19,8:39:05,,10,N,,,,,,,
A_NS_2_4A19,8:39:20,,4,N,,,,,,,
A_NS_2_4A19,8:39:25,,1,N,,,,,,,
A_NS_2_4A19,8:40:34,,2,N,,,,,,,
A_NS_2_4A19,8:40:41,,3,N,,,,,,,
A_NS_2_4A19,8:40:45,,2,N,,,,,,,
A_NS_2_4A19,8:41:19,,2,N,,,,,,,
A_NS_2_4A19,8:43:38,,3,N,,,,,,,
A_NS_2_4A19,8:43:48,,1,N,,,,,,,
A_NS_2_4A19,8:43:55,,2,N,,,,,,,
A_NS_2_4A19,8:44:39,,3,N,,,,,,,
A_NS_2_4A19,8:44:50,,2,N,,,,,,,
A_NS_2_4A19,8:44:56,,4,N,,,,,,,
A_NS_2_4A19,8:45:21,,2,N,,,,,,,
A_NS_2_4A19,8:46:00,,3,N,,,,,,,
A_NS_2_4A19,8:46:49,,2,N,,,,,,,
A_NS_2_4A19,8:47:32,,1,N,,,,,,,
A_NS_2_4A19,8:47:50,,2,N,,,,,,,
A_NS_2_4A19,8:47:53,,2,N,,,,,,,
A_NS_2_4A19,8:48:13,,2,N,,,,,,,
A_NS_2_4A19,8:50:40,,1,N,,,,,,,
A_NS_2_4A19,8:51:06,,3,N,,,,,,,
A_NS_2_4A19,8:51:20,,2,N,,,,,,,
A_NS_2_4A19,8:51:44,,9,N,,,,,,,
A_NS_2_4A19,8:51:53,,9,N,,,,,,,
A_NS_2_4A19,8:52:01,,4,N,,,,,,,
A_NS_2_4A19,8:52:45,,4,N,,,,,,,
A_02_4A19,8:52:58,walking,,,,on,,,,,
A_02_4A19,8:53:14,sniffing,,,,on,,,,,
A_02_4A19,8:53:55,sitting,,,,on,,,,,
A_02_4A19,8:54:05,sitting,2,N,,on,,,,,
A_02_4A19,8:55:09,sitting,3,N,,on,,,,,
A_02_4A19,8:55:19,sitting,2,N,,on,,,,,
A_02_4A19,8:55:30,sitting,1,N,,on,,,,,
A_02_4A19,8:55:48,sitting,2,N,,on,,,,,
A_02_4A19,8:55:56,walking,4,N,,off,,,,,
A_02_4A19,8:56:03,sitting,1,Y,,off,,,,stop,
A_02_4A19,8:56:12,sitting,6,N,,off,,,,,
A_02_4A19,8:56:30,sitting,1,Y,,off,,,,stop,
A_02_4A19,8:57:07,sitting,2,N,,off,,,,,
A_02_4A19,8:57:10,sitting,3,N,,off,,,,,
A_02_4A19,8:57:18,sitting,2,N,,off,,,,,
A_02_4A19,8:57:25,sitting,5,N,,off,,,,,
A_02_4A19,8:57:47,sitting,2,Y,,off,Y,,,photo,
A_02_4A19,8:59:03,sitting,2,N,,off,,,,,
A_02_4A19,9:01:04,sitting,2,Y,,off,Y,,,photo,
A_02_4A19,9:02:13,sitting,2,N,,off,,,,,
A_02_4A19,9:02:43,sitting,3,N,,off,,,,,
A_02_4A19,9:02:59,end,,,,,,,,,
Z_01_4A19,8:39:00,staring,,,,on,,,,,
Z_01_4A19,8:42:11,staring,1,N,,on,,,,,
Z_01_4A19,8:43:44,staring,2,N,,on,,,,,
Z_01_4A19,8:44:34,staring,1,N,,on,,,,,
Z_01_4A19,8:44:40,staring,2,N,,on,,,,,
Z_01_4A19,8:45:00,walking,1,N,,on,,,,,
Z_01_4A19,8:45:40,staring,2,N,,on,,,,,
Z_01_4A19,8:46:14,staring,2,Y,,on,Y,,,photo,
Z_01_4A19,8:47:37,staring,2,N,,on,,,,,
Z_01_4A19,8:48:04,licking,3,N,,on,,,,,
Z_01_4A19,8:49:03,end,,,,,,,,,
Z_02_4A19,8:53:40,running,7,N,,on,,,,,
Z_02_4A19,8:54:05,oos,,,,on,,,,,
Z_02_4A19,8:54:20,eating,2,N,,off,,,grass,,
Z_02_4A19,8:55:40,walking,2,N,,off,,,,,
Z_02_4A19,8:56:00,sniffing,2,N,,off,,,,,
Z_02_4A19,8:56:30,running,,,,off,,,,,
Z_02_4A19,8:56:35,oos,,,,off,,,,,
Z_02_4A19,8:56:52,oos,2,N,,off,,,,,
Z_02_4A19,8:57:06,walking,,,,off,,,,,
Z_02_4A19,8:57:29,eating,,,,off,,,seeds,,
Z_02_4A19,8:57:56,running,,,,off,,,,,
Z_02_4A19,8:57:59,oos,,,,off,,,,,
Z_02_4A19,8:58:12,oos,2,N,,off,,,,,
Z_02_4A19,8:58:27,walking,2,N,,off,,,,,
Z_02_4A19,8:58:42,eating,2,N,,off,,,grass,,
Z_02_4A19,8:59:13,eating,1,N,,off,,,,,
Z_02_4A19,8:59:21,walking,5,N,,off,,,,,
Z_02_4A19,8:59:34,staring,,,,off,,,,,
Z_02_4A19,9:00:36,staring,2,N,,off,,,,,
Z_02_4A19,9:00:48,eating,2,N,,off,,,,,
Z_02_4A19,9:01:10,eating,2,N,,off,,,,,
Z_02_4A19,9:01:27,eating,4,N,,off,,,,,
Z_02_4A19,9:02:22,staring,2,N,,off,,,,,
Z_02_4A19,9:02:31,eating,,,,off,,,,,
Z_02_4A19,9:03:01,walking,,,,off,,,,,
Z_02_4A19,9:03:30,end,,,,,,,,,
Z_01_6A19,10:01:00,staring,5,N,,off,,,,,
Z_01_6A19,10:01:37,running,10,Y,,off,Y,,,photo,
Z_01_6A19,10:02:11,running,2,N,,off,,,,,
Z_01_6A19,10:02:46,staring,,,,off,,,,,
Z_01_6A19,10:02:55,staring,4,Y,,off,Y,,,photo,
Z_01_6A19,10:03:01,running,1,Y,,off,Y,,,photo,
Z_01_6A19,10:02:22,running,6,Y,,off,,,,stop and point,
Z_01_6A19,10:03:47,running,11,N,,on,,,,,
Z_01_6A19,10:03:58,staring,,,,on,,,,,
Z_01_6A19,10:04:22,digging,,,,on,,,,,
Z_01_6A19,10:04:43,digging,2,N,,on,,,,,
Z_01_6A19,10:04:47,walking,,,,on,,,,,
Z_01_6A19,10:05:05,walking,11,Y,,on,Y,,,photo,
Z_01_6A19,10:05:38,walking,4,N,,on,,,,,
Z_01_6A19,10:05:40,staring,6,N,,on,,,,,
Z_01_6A19,10:05:45,staring,3,N,,on,,,,,
Z_01_6A19,10:06:05,sniffing,4,N,,on,,,,,
Z_01_6A19,10:06:22,sniffing,3,Y,,on,Y,,,photo,
Z_01_6A19,10:06:42,eating,,,,on,,,,,
Z_01_6A19,10:07:24,eating,1,N,,on,,,,,
Z_01_6A19,10:07:37,walking,,,,on,,,,,
Z_01_6A19,10:07:48,walking,8,Y,,on,,,,stop,
Z_01_6A19,10:08:06,itching,9,N,,on,,,,,
Z_01_6A19,10:08:16,walking,,,,on,,,,,
Z_01_6A19,10:08:18,staring,,,,on,,,,,
Z_01_6A19,10:08:30,staring,1,Y,,on,,,,stop,
Z_01_6A19,10:08:39,staring,2,Y,,on,Y,,,photo,
Z_01_6A19,10:08:50,walking,2,N,,on,,,,,
Z_01_6A19,10:09:47,walking,,,,off,,,,,
Z_01_6A19,10:10:13,walking,5,Y,,off,Y,,,photo,
Z_01_6A19,10:10:23,walking,3,Y,,off,,,,"stop, kid almost throws a rock at the squirrel but his dad grabs his arm and stops him",
Z_01_6A19,10:10:58,oos/end,,,,,,,,,
Z_02_6A19,10:15:00,chasing,,,yes,off,,,,,
Z_02_6A19,10:15:30,staring,,,,off,,,,,
Z_02_6A19,10:15:45,walking,9,N,,off,,,,,
Z_02_6A19,10:16:04,eating,,,,off,,,leaf,,
Z_02_6A19,10:16:31,eating,3,N,,off,,,,,
Z_02_6A19,10:16:51,eating,2,N,,off,,,,,
Z_02_6A19,10:17:08,eating,1,N,,off,,,,,
Z_02_6A19,10:17:59,eating,11,N,,off,,,,,
Z_02_6A19,10:18:00,walking,,,,off,,,,,
Z_02_6A19,10:18:32,walking,4,N,,off,,,,,
Z_02_6A19,10:18:55,oos,,,,off,,,,,
Z_02_6A19,10:20:00,end,,,,,,,,,
Z_03_6A19,10:20:14,eating,,,,off,,,grass,,
Z_03_6A19,10:20:45,eating,15,N,,off,,,,,
Z_03_6A19,10:21:17,eating,3,N,,off,,,,,
Z_03_6A19,10:22:18,eating,5,N,,off,,,,,
Z_03_6A19,10:22:38,eating,2,N,,off,,,,,
Z_03_6A19,10:22:59,eating,2,N,,off,,,,,
Z_03_6A19,10:23:09,eating,12,N,,off,,,,,
Z_03_6A19,10:24:34,eating,15,N,,off,,,,,
Z_03_6A19,10:24:41,walking,,,,off,,,,,
Z_03_6A19,10:24:49,eating,,,,off,,,grass,,
Z_03_6A19,10:25:04,eating,20,N,,off,,,,,
Z_03_6A19,10:25:27,eating,2,N,,off,,,,,
Z_03_6A19,10:25:44,eating,,,,off,,,,,
Z_03_6A19,10:25:59,staring,,,,off,,,,,
Z_03_6A19,10:26:06,eating,,,,off,,,grass,,
Z_03_6A19,10:26:30,eating,4,N,,off,,,,,
Z_03_6A19,10:26:58,itching,,,,off,,,,,
Z_03_6A19,10:27:09,sniffing,,,,off,,,,,
Z_03_6A19,10:27:15,eating,,,,off,,,,,
Z_03_6A19,10:27:50,sniffing,,,,off,,,,,
Z_03_6A19,10:28:02,eating,,,,off,,,grass,,
Z_03_6A19,10:28:09,eating,1,N,,off,,,,,
Z_03_6A19,10:28:14,eating,4,N,,off,,,,,
Z_03_6A19,10:28:47,sniffing,,,,off,,,,,
Z_03_6A19,10:29:02,eating,,,,off,,,,,
Z_03_6A19,10:29:08,digging,,,,off,,,,,
Z_03_6A19,10:29:10,eating,,,,off,,,,,
Z_03_6A19,10:29:19,sniffing,,,,off,,,,,
Z_03_6A19,10:29:26,eating,,,,off,,,,,
Z_03_6A19,10:29:45,sniffing,2,N,,off,,,,,
Z_03_6A19,10:30:08,end,,,,,,,,,
Z_04_6A19,10:41:12,staring,6,Y,,off,Y,,,photo,
Z_04_6A19,10:41:34,staring,4,Y,,off,Y,,,photo,
Z_04_6A19,10:41:45,staring,3,N,,off,,,,,
Z_04_6A19,10:41:51,staring,6,Y,,off,,,,stop and talk about how fat the squirrel is,
Z_04_6A19,10:42:06,staring,7,N,,off,,,,,
Z_04_6A19,10:42:15,staring,4,N,,off,,,,,
Z_04_6A19,10:42:34,staring,1,N,,off,,,,,
Z_04_6A19,10:43:10,walking,,,,off,,,,,
Z_04_6A19,10:43:32,walking,,,,on,,,,,
Z_04_6A19,10:43:37,sniffing,,,,on,,,,,
Z_04_6A19,10:43:57,staring,,,,on,,,,,
Z_04_6A19,10:44:04,walking,,,,on,,,,,
Z_04_6A19,10:44:16,eating,,,,on,,,grass,,
Z_04_6A19,10:44:23,eating,3,Y,,on,,,,stop,
Z_04_6A19,10:44:33,eating,2,N,,on,,,,,
Z_04_6A19,10:44:41,staring,2,N,,on,,,,,
Z_04_6A19,10:44:52,staring,5,Y,,on,,,,stop,
Z_04_6A19,10:45:03,walking,,,,on,,,,,
Z_04_6A19,10:45:14,digging,,,,on,,,,,
Z_04_6A19,10:45:31,walking,3,Y,,on,,,,"scares the hikers by sneaking up on them, they yell and run away",
Z_04_6A19,10:45:39,begging,4,N,,on,,,,,
Z_04_6A19,10:45:52,begging,6,N,,on,,,,,
Z_04_6A19,10:46:07,walking,,,,off,,,,,
Z_04_6A19,10:46:18,staring,8,Y,,off,Y,,,photo,
Z_04_6A19,10:46:37,staring,4,N,,off,,,,,
Z_04_6A19,10:46:44,staring,8,N,,off,,,,,
Z_04_6A19,10:47:01,staring,2,N,,off,,,,,
Z_04_6A19,10:47:25,staring,2,N,,off,,,,,
Z_04_6A19,10:47:32,staring,7,N,,off,,,,,
Z_04_6A19,10:47:40,staring,3,N,,off,,,,,
Z_04_6A19,10:47:49,staring,4,N,,off,,,,,
Z_04_6A19,10:48:32,sniffing,,,,off,,,,,
Z_04_6A19,10:48:43,walking,4,N,,off,,,,,
Z_04_6A19,10:48:54,walking,3,N,,on,,,,,
Z_04_6A19,10:49:09,walking,1,Y,,on,Y,,,photo,
Z_04_6A19,10:49:16,walking,8,Y,,on,Y,,,photo,
Z_04_6A19,10:49:35,walking,15,N,,on,,,,,
Z_04_6A19,10:49:56,oos,,,,on,,,,,
Z_04_6A19,10:50:30,end,17,N,,,,,,,
Z_05_6A19,10:56:35,sitting,13,N,,off,,,,,
Z_05_6A19,10:56:50,sitting,6,N,,off,,,,,
Z_05_6A19,10:57:06,sitting,4,N,,off,,,,,
Z_05_6A19,10:57:13,sitting,2,N,,off,,,,,
Z_05_6A19,10:58:16,sitting,4,N,,off,,,,,
Z_05_6A19,10:58:35,sitting,7,N,,off,,,,,
Z_05_6A19,10:58:52,sitting,3,N,,off,,,,,
Z_05_6A19,10:59:03,sitting,3,N,,off,,,,,
Z_05_6A19,10:59:21,sitting,4,N,,off,,,,,
